MedIncome,MedHouseValue
"42583.00","187300.00"
"39331.00","187600.00"
"36546.00","186200.00"
"44567.00","191100.00"
"39722.00","189000.00"
"44187.00","183400.00"
"27250.00","450000.00"
"29832.00","165600.00"
"39718.00","215200.00"
"31989.00","185400.00"
"14773.00","160800.00"
"43427.00","305800.00"
"52783.00","167400.00"
"39643.00","186000.00"
"24167.00","192000.00"
"45828.00","205400.00"
"26098.00","146100.00"
"40222.00","206800.00"
"48125.00","194400.00"
"27260.00","67500.00"
"20368.00","243800.00"
"16964.00","175000.00"
"44300.00","207700.00"
"39485.00","196600.00"
"36167.00","280000.00"
"41279.00","223900.00"
"16038.00","194300.00"
"30972.00","169300.00"
"36500.00","189300.00"
"40878.00","186800.00"
"27556.00","213200.00"
"25714.00","500001.00"
"24643.00","182000.00"
"35625.00","194100.00"
"45833.00","500001.00"
"69070.00","500001.00"
"76775.00","391200.00"
"53806.00","452100.00"
"37974.00","228700.00"
"61960.00","340600.00"
"59316.00","311900.00"
"54298.00","279600.00"
"66246.00","284200.00"
"46930.00","232200.00"
"89063.00","500001.00"
"39699.00","217000.00"
"56870.00","238100.00"
"56762.00","271300.00"
"58838.00","232600.00"
"52773.00","250800.00"
"47831.00","214200.00"
"50145.00","246600.00"
"52742.00","257500.00"
"30219.00","221700.00"
"46458.00","222800.00"
"31446.00","177100.00"
"42917.00","227900.00"
"28942.00","275000.00"
"73004.00","125000.00"
"53044.00","319000.00"
"30119.00","218200.00"
"40208.00","52500.00"
"50066.00","275000.00"
"70242.00","293100.00"
"19811.00","162500.00"
"61306.00","258200.00"
"57676.00","241300.00"
"60994.00","254900.00"
"76016.00","344900.00"
"63303.00","299400.00"
"55681.00","235600.00"
"52955.00","247600.00"
"65410.00","291500.00"
"61870.00","287900.00"
"63522.00","259300.00"
"59836.00","294800.00"
"80428.00","500001.00"
"28958.00","176000.00"
"58652.00","302600.00"
"70504.00","333800.00"
"53558.00","313800.00"
"51033.00","410700.00"
"45625.00","318800.00"
"52200.00","399400.00"
"84443.00","358500.00"
"102614.00","410800.00"
"87657.00","366300.00"
"78528.00","337500.00"
"42857.00","233200.00"
"101597.00","500001.00"
"64001.00","321800.00"
"81064.00","423400.00"
"46750.00","228800.00"
"59224.00","239400.00"
"55181.00","242100.00"
"38860.00","281300.00"
"30691.00","130400.00"
"79943.00","452100.00"
"100595.00","500001.00"
"67559.00","312000.00"
"55402.00","264600.00"
"60145.00","287100.00"
"57560.00","302700.00"
"62423.00","305400.00"
"72965.00","342900.00"
"64823.00","290900.00"
"50855.00","232200.00"
"55845.00","251700.00"
"62708.00","251400.00"
"49234.00","241400.00"
"34773.00","206700.00"
"41576.00","211800.00"
"62748.00","274800.00"
"62935.00","258000.00"
"65851.00","300000.00"
"70010.00","286800.00"
"73409.00","316000.00"
"77889.00","309900.00"
"41250.00","264600.00"
"61949.00","243500.00"
"55224.00","240700.00"
"33703.00","228700.00"
"34676.00","212800.00"
"35504.00","173800.00"
"32176.00","187500.00"
"67612.00","323700.00"
"65474.00","422900.00"
"67805.00","392900.00"
"65162.00","349400.00"
"63586.00","348300.00"
"81397.00","353900.00"
"51457.00","500001.00"
"54346.00","428600.00"
"66122.00","357600.00"
"68075.00","325900.00"
"100472.00","500001.00"
"86499.00","500001.00"
"87288.00","425800.00"
"75118.00","361900.00"
"52361.00","224700.00"
"62893.00","282700.00"
"54243.00","214700.00"
"54091.00","222400.00"
"45040.00","204300.00"
"54024.00","253000.00"
"125420.00","500001.00"
"57160.00","320800.00"
"72137.00","401900.00"
"46985.00","264100.00"
"64963.00","308100.00"
"60487.00","254500.00"
"77785.00","404700.00"
"33438.00","500001.00"
"55925.00","208600.00"
"54493.00","242600.00"
"34375.00","194100.00"
"31250.00","375000.00"
"58133.00","195700.00"
"40474.00","182100.00"
"52206.00","280200.00"
"69712.00","321300.00"
"41607.00","196800.00"
"36761.00","170900.00"
"45833.00","198500.00"
"27137.00","196400.00"
"47574.00","209900.00"
"45458.00","208200.00"
"51074.00","185200.00"
"53681.00","187700.00"
"66073.00","258100.00"
"62059.00","239900.00"
"58578.00","266300.00"
"58096.00","264400.00"
"46908.00","186600.00"
"51698.00","188000.00"
"55983.00","233300.00"
"61253.00","225000.00"
"31630.00","179400.00"
"45560.00","205300.00"
"41800.00","215000.00"
"56385.00","196900.00"
"45673.00","190400.00"
"54038.00","222100.00"
"54787.00","198100.00"
"54604.00","193400.00"
"48717.00","204100.00"
"59024.00","221000.00"
"56530.00","225800.00"
"46528.00","186600.00"
"47083.00","196100.00"
"37188.00","250000.00"
"54459.00","223900.00"
"55955.00","217700.00"
"57376.00","218600.00"
"56949.00","235300.00"
"50962.00","238000.00"
"79013.00","393000.00"
"47034.00","223000.00"
"40568.00","225200.00"
"54770.00","209100.00"
"35313.00","191800.00"
"49946.00","204600.00"
"60783.00","229200.00"
"63236.00","302000.00"
"52067.00","221200.00"
"44964.00","238300.00"
"61383.00","244100.00"
"61834.00","229800.00"
"63199.00","236700.00"
"61825.00","227000.00"
"65483.00","335000.00"
"29821.00","325000.00"
"82787.00","330000.00"
"73550.00","343900.00"
"60368.00","248000.00"
"69454.00","276500.00"
"16647.00","69100.00"
"12542.00","76000.00"
"27566.00","80200.00"
"20781.00","74800.00"
"20368.00","67800.00"
"12292.00","69600.00"
"26250.00","225000.00"
"16420.00","32500.00"
"29375.00","86600.00"
"28900.00","86200.00"
"13177.00","74300.00"
"19426.00","82300.00"
"19728.00","76400.00"
"21213.00","79200.00"
"40833.00","118500.00"
"30536.00","73100.00"
"39000.00","146900.00"
"41060.00","115900.00"
"30000.00","141700.00"
"40370.00","156900.00"
"14653.00","310000.00"
"47168.00","223200.00"
"29605.00","204300.00"
"31371.00","201800.00"
"59629.00","286000.00"
"28922.00","153600.00"
"42432.00","326500.00"
"17257.00","179100.00"
"16435.00","148500.00"
"27917.00","130800.00"
"10633.00","137500.00"
"28614.00","145200.00"
"42198.00","164100.00"
"31908.00","194300.00"
"46225.00","226500.00"
"47308.00","236200.00"
"17311.00","182600.00"
"20650.00","219400.00"
"37452.00","227700.00"
"34559.00","123100.00"
"21927.00","107900.00"
"13942.00","69400.00"
"37477.00","122200.00"
"28864.00","103100.00"
"26774.00","95800.00"
"34331.00","120600.00"
"28068.00","95300.00"
"19787.00","97800.00"
"31875.00","172000.00"
"19510.00","152500.00"
"23468.00","119400.00"
"45526.00","154400.00"
"47222.00","167200.00"
"40556.00","146900.00"
"22794.00","108900.00"
"28351.00","107200.00"
"31250.00","132500.00"
"28882.00","151400.00"
"24167.00","225000.00"
"43487.00","200700.00"
"53064.00","165000.00"
"48226.00","139900.00"
"41997.00","133400.00"
"32222.00","139600.00"
"34186.00","127300.00"
"27989.00","126700.00"
"56790.00","225000.00"
"19327.00","193800.00"
"37500.00","187500.00"
"34187.00","98400.00"
"25478.00","91700.00"
"28542.00","275000.00"
"19559.00","78400.00"
"28365.00","87900.00"
"31534.00","123400.00"
"37574.00","92700.00"
"38750.00","137500.00"
"33472.00","69800.00"
"30486.00","83600.00"
"27955.00","96300.00"
"15208.00","70300.00"
"20474.00","61300.00"
"16652.00","58900.00"
"16840.00","71300.00"
"14946.00","55500.00"
"8928.00","55000.00"
"33611.00","79800.00"
"37250.00","84700.00"
"29647.00","88800.00"
"26964.00","68500.00"
"21111.00","68700.00"
"19122.00","55500.00"
"15827.00","63000.00"
"31029.00","71700.00"
"15694.00","57900.00"
"15085.00","69700.00"
"13375.00","59600.00"
"23496.00","65000.00"
"18355.00","61200.00"
"20800.00","56600.00"
"18413.00","62300.00"
"17167.00","48800.00"
"23011.00","57500.00"
"13631.00","45500.00"
"12857.00","47000.00"
"14934.00","48300.00"
"14958.00","53400.00"
"24695.00","58000.00"
"23598.00","57500.00"
"20469.00","55100.00"
"33021.00","70800.00"
"22500.00","63400.00"
"27303.00","99100.00"
"45625.00","100000.00"
"23661.00","77500.00"
"24167.00","67000.00"
"28235.00","65500.00"
"30739.00","87200.00"
"41250.00","72000.00"
"21667.00","93800.00"
"30000.00","162500.00"
"25952.00","92400.00"
"20943.00","108300.00"
"35673.00","112000.00"
"35179.00","107200.00"
"31250.00","115600.00"
"25495.00","98300.00"
"37125.00","116800.00"
"15603.00","78100.00"
"25568.00","77100.00"
"17000.00","92300.00"
"18672.00","84700.00"
"23886.00","89400.00"
