MedIncome,MedHouseValue
"7600.00","162500.00"
"9722.00","137500.00"
"12434.00","500001.00"
"20938.00","162500.00"
"8668.00","137500.00"
"7500.00","162500.00"
"26354.00","187500.00"
"18477.00","179200.00"
"20096.00","130000.00"
"28345.00","183800.00"
"20062.00","125000.00"
"12185.00","170000.00"
"26104.00","193100.00"
"24912.00","257800.00"
"32177.00","273400.00"
"31250.00","237500.00"
"25795.00","350000.00"
"28406.00","335700.00"
"49306.00","313400.00"
"32727.00","268500.00"
"31691.00","259400.00"
"39000.00","275700.00"
"39063.00","225000.00"
"50917.00","262500.00"
"26429.00","218500.00"
"30233.00","255000.00"
"31484.00","224100.00"
"34722.00","243100.00"
"31429.00","231600.00"
"24234.00","218500.00"
"30897.00","234100.00"
"58596.00","327600.00"
"52868.00","347600.00"
"59560.00","366100.00"
"49643.00","335000.00"
"63434.00","373600.00"
"51773.00","389500.00"
"72354.00","391100.00"
"54570.00","337300.00"
"75000.00","295200.00"
"60194.00","292300.00"
"75544.00","411500.00"
"60666.00","311500.00"
"70548.00","325900.00"
"116017.00","392600.00"
"74882.00","319300.00"
"68976.00","333300.00"
"82049.00","335200.00"
"84010.00","351200.00"
"68538.00","368900.00"
"83170.00","365900.00"
"70175.00","366700.00"
"63302.00","362800.00"
"63624.00","483300.00"
"70549.00","331400.00"
"67851.00","323500.00"
"28929.00","216700.00"
"30812.00","233100.00"
"52402.00","296400.00"
"65217.00","273700.00"
"32632.00","227700.00"
"30298.00","199600.00"
"45428.00","239800.00"
"40720.00","270100.00"
"53509.00","302100.00"
"31603.00","269500.00"
"47708.00","314700.00"
"81564.00","390100.00"
"88793.00","410300.00"
"68591.00","352400.00"
"60302.00","287300.00"
"75080.00","348700.00"
"27477.00","243800.00"
"21944.00","211500.00"
"30149.00","218400.00"
"36750.00","269900.00"
"32250.00","218800.00"
"29345.00","225000.00"
"21429.00","250000.00"
"16121.00","171400.00"
"13929.00","193800.00"
"23173.00","125000.00"
"17772.00","97500.00"
"26458.00","125000.00"
"21810.00","138800.00"
"22303.00","116700.00"
"16504.00","151800.00"
"22697.00","127000.00"
"21563.00","128600.00"
"21348.00","140600.00"
"26292.00","182700.00"
"23833.00","146900.00"
"29570.00","122800.00"
"25238.00","169300.00"
"19375.00","126600.00"
"19028.00","127900.00"
"22500.00","123500.00"
"23929.00","111900.00"
"21917.00","112800.00"
"29357.00","107900.00"
"18854.00","137500.00"
"21638.00","105500.00"
"21250.00","95500.00"
"33750.00","116100.00"
"22542.00","112200.00"
"21000.00","75000.00"
"16000.00","112500.00"
"36250.00","125000.00"
"16929.00","115000.00"
"16471.00","95000.00"
"25900.00","96400.00"
"25700.00","72000.00"
"26429.00","71300.00"
"30257.00","80800.00"
"14886.00","128800.00"
"19338.00","112500.00"
"14844.00","119400.00"
"16009.00","118100.00"
"20375.00","122500.00"
"22930.00","106300.00"
"21494.00","132500.00"
"16198.00","122700.00"
"13281.00","113300.00"
"35156.00","109500.00"
"39048.00","164700.00"
"30893.00","125000.00"
"26042.00","124700.00"
"25000.00","136700.00"
"27969.00","141700.00"
"28321.00","150000.00"
"29583.00","138800.00"
"28365.00","139200.00"
"28750.00","143800.00"
"30682.00","156500.00"
"30757.00","151000.00"
"49559.00","273000.00"
"47721.00","217100.00"
"34861.00","187100.00"
"51184.00","239600.00"
"40977.00","229700.00"
"47440.00","257300.00"
"42727.00","246900.00"
"29844.00","179900.00"
"41739.00","169600.00"
"38487.00","203300.00"
"40114.00","263400.00"
"46563.00","231800.00"
"29297.00","140500.00"
"23036.00","126000.00"
"26667.00","122000.00"
"26190.00","134700.00"
"24167.00","139400.00"
"27788.00","115400.00"
"27352.00","137300.00"
"18472.00","137000.00"
"26583.00","142600.00"
"30536.00","137500.00"
"23906.00","111700.00"
"17188.00","126800.00"
"26250.00","111300.00"
"28015.00","114800.00"
"17276.00","102300.00"
"20801.00","131900.00"
"24890.00","119100.00"
"17546.00","80600.00"
"40904.00","80600.00"
"26765.00","88800.00"
"24338.00","102400.00"
"23309.00","98700.00"
"22604.00","100000.00"
"18039.00","92300.00"
"22562.00","94800.00"
"20562.00","102000.00"
"35398.00","158400.00"
"31167.00","121600.00"
"25401.00","129100.00"
"28980.00","121400.00"
"23125.00","102800.00"
"28750.00","160000.00"
"33715.00","143900.00"
"35114.00","151200.00"
"43125.00","164400.00"
"32200.00","156500.00"
"38750.00","225000.00"
"52328.00","174200.00"
"37262.00","166900.00"
"45893.00","163500.00"
"52578.00","253000.00"
"70875.00","240700.00"
"39712.00","208100.00"
"29514.00","198100.00"
"26667.00","172800.00"
"54446.00","336700.00"
"62838.00","318200.00"
"67527.00","285800.00"
"70712.00","293000.00"
"59849.00","371000.00"
"36875.00","157300.00"
"28750.00","135300.00"
"34205.00","136700.00"
"32984.00","160700.00"
"38750.00","140600.00"
"41750.00","144000.00"
"43750.00","161900.00"
"47708.00","156300.00"
"35739.00","176000.00"
"30958.00","145800.00"
"33958.00","141900.00"
"18710.00","90700.00"
"19356.00","90600.00"
"21842.00","107900.00"
"22917.00","107000.00"
"24333.00","98200.00"
"19479.00","89500.00"
"39063.00","93800.00"
"18407.00","96700.00"
"20786.00","97500.00"
"28125.00","97300.00"
"18913.00","91200.00"
"17056.00","91400.00"
"22768.00","96200.00"
"32552.00","120100.00"
"20556.00","100000.00"
"24659.00","94700.00"
"17500.00","85700.00"
"20469.00","89300.00"
"27159.00","101400.00"
"12083.00","72500.00"
"19250.00","74100.00"
"15809.00","70000.00"
"14097.00","84600.00"
"7683.00","81800.00"
"13194.00","81400.00"
"8012.00","81800.00"
"19479.00","85800.00"
"11765.00","87100.00"
"23456.00","83500.00"
"21538.00","79700.00"
"25139.00","83400.00"
"12625.00","84700.00"
"29063.00","80000.00"
"25192.00","76400.00"
"21111.00","79700.00"
"24550.00","82400.00"
"24028.00","97700.00"
"21500.00","97200.00"
"24776.00","101600.00"
"21587.00","86500.00"
"18438.00","90500.00"
"30298.00","107600.00"
"22500.00","84200.00"
"22467.00","88900.00"
"40469.00","80700.00"
"13250.00","87100.00"
"16196.00","85100.00"
"21731.00","82000.00"
"19167.00","82800.00"
"20690.00","84600.00"
"17120.00","82100.00"
"25625.00","89300.00"
"19821.00","98300.00"
"25043.00","92300.00"
"23281.00","88800.00"
"14375.00","90000.00"
"25122.00","95500.00"
"15625.00","91700.00"
"31587.00","100400.00"
"18426.00","94800.00"
"46696.00","164300.00"
"24598.00","155500.00"
"60749.00","196900.00"
"48304.00","279100.00"
"55701.00","252800.00"
"53700.00","275400.00"
"68600.00","250000.00"
"76923.00","329800.00"
"40313.00","195500.00"
"68323.00","255900.00"
"49750.00","311100.00"
"53602.00","330000.00"
"50000.00","248900.00"
"29250.00","142900.00"
"38913.00","126300.00"
"32250.00","135800.00"
"31458.00","130600.00"
"25370.00","107900.00"
"25568.00","111100.00"
"35083.00","122000.00"
"33125.00","118000.00"
"18235.00","95200.00"
"38047.00","94300.00"
"22917.00","92500.00"
"24962.00","91800.00"
"40417.00","109400.00"
"34844.00","129500.00"
"41458.00","143400.00"
"26250.00","98200.00"
"20227.00","103100.00"
"33333.00","276800.00"
"53380.00","270900.00"
"34732.00","246200.00"
"35125.00","224200.00"
"31375.00","229100.00"
"28036.00","211600.00"
"45824.00","256100.00"
"30208.00","206300.00"
"40875.00","221300.00"
"45268.00","207400.00"
"17375.00","350000.00"
"31795.00","218200.00"
"38672.00","216700.00"
"51675.00","270600.00"
"51696.00","261400.00"
"42614.00","261300.00"
"50551.00","232200.00"
"56228.00","375400.00"
"78864.00","357300.00"
"79556.00","374400.00"
"61740.00","358800.00"
"69414.00","417500.00"
"88342.00","430500.00"
"71754.00","362900.00"
"100825.00","397000.00"
"49083.00","346800.00"
"57912.00","327100.00"
"45893.00","290100.00"
"54171.00","292000.00"
"41250.00","270900.00"
"72660.00","371100.00"
"53989.00","335600.00"
"78336.00","371300.00"
"61593.00","344000.00"
"63810.00","342200.00"
"66828.00","370900.00"
"75385.00","350000.00"
"67138.00","368600.00"
"62425.00","391800.00"
"57979.00","415300.00"
"42813.00","284900.00"
"35417.00","287500.00"
"30132.00","272900.00"
"41429.00","259600.00"
"41912.00","254500.00"
"39167.00","235600.00"
"38897.00","218400.00"
"31065.00","229200.00"
"29926.00","192100.00"
"35560.00","179300.00"
"14750.00","187500.00"
"16971.00","138800.00"
"21705.00","150000.00"
"27500.00","140600.00"
"25682.00","120000.00"
"29000.00","144800.00"
"22208.00","144800.00"
"32344.00","245500.00"
"35156.00","200000.00"
"19805.00","173700.00"
"26684.00","185600.00"
"38750.00","182600.00"
"30060.00","227900.00"
"25430.00","220700.00"
"28676.00","212000.00"
"21907.00","271400.00"
"17778.00","268800.00"
"25200.00","277800.00"
"42788.00","332500.00"
"29440.00","338900.00"
"17250.00","287500.00"
"52289.00","384600.00"
"25562.00","371400.00"
"9490.00","350000.00"
"11696.00","500001.00"
"14012.00","175000.00"
"11859.00","241700.00"
"17464.00","216700.00"
"28846.00","211300.00"
"27372.00","210200.00"
"38594.00","196400.00"
"35625.00","191700.00"
"22788.00","182300.00"
"25370.00","175000.00"
"25250.00","165900.00"
"19946.00","156900.00"
"28214.00","164300.00"
"26165.00","150000.00"
"19483.00","150500.00"
"19327.00","169900.00"
"19798.00","147400.00"
"24167.00","152700.00"
"25417.00","182700.00"
"33906.00","179300.00"
"25652.00","157700.00"
"22845.00","153100.00"
"26071.00","250000.00"
"31500.00","206300.00"
"26914.00","218800.00"
"18447.00","198200.00"
"16307.00","253600.00"
"29044.00","257400.00"
"29405.00","289500.00"
"33893.00","241700.00"
"30417.00","489600.00"
"70897.00","446200.00"
"50463.00","456300.00"
"17652.00","336800.00"
"78521.00","500001.00"
"93959.00","500001.00"
"53794.00","376900.00"
"32619.00","309600.00"
"27054.00","182300.00"
"22431.00","172700.00"
"19028.00","150800.00"
"15817.00","153600.00"
"22841.00","106300.00"
"13785.00","142300.00"
"29018.00","119400.00"
"17300.00","147900.00"
"22625.00","132900.00"
"22106.00","132500.00"
"26997.00","126900.00"
"40018.00","143800.00"
"78772.00","500001.00"
"118603.00","500001.00"
"134990.00","500001.00"
"122138.00","500001.00"
"81872.00","466100.00"
"123804.00","500001.00"
"58948.00","457800.00"
"81194.00","471600.00"
"87477.00","500001.00"
"61550.00","398600.00"
"58830.00","340700.00"
"52128.00","289900.00"
"47188.00","335300.00"
"52915.00","333000.00"
"26411.00","241000.00"
"33214.00","189600.00"
"36417.00","206300.00"
"30161.00","215700.00"
"31771.00","210200.00"
"34531.00","208800.00"
"43098.00","197900.00"
"33438.00","201300.00"
"29213.00","190800.00"
"26806.00","207900.00"
"37708.00","215300.00"
"39444.00","212900.00"
"52601.00","292700.00"
"25444.00","275000.00"
"26447.00","200000.00"
"25762.00","173400.00"
"19427.00","102200.00"
"29688.00","220800.00"
"37500.00","242800.00"
"51702.00","265400.00"
"25139.00","219000.00"
"29732.00","282100.00"
"55337.00","372000.00"
"41667.00","225800.00"
"27115.00","220800.00"
"33269.00","234500.00"
"32685.00","254200.00"
"47778.00","351800.00"
"42260.00","275000.00"
"33571.00","405400.00"
"29899.00","228100.00"
"28750.00","234000.00"
"23882.00","162500.00"
"29750.00","243400.00"
"51039.00","273800.00"
"41458.00","248500.00"
"34762.00","244000.00"
"26833.00","240900.00"
"57500.00","306300.00"
"39632.00","240000.00"
"49489.00","247100.00"
"48711.00","286600.00"
"30718.00","266700.00"
"36719.00","229800.00"
"46094.00","229300.00"
"45213.00","228400.00"
"44562.00","206200.00"
"76110.00","350700.00"
"32689.00","231000.00"
"35670.00","252900.00"
"36875.00","353900.00"
"47695.00","291700.00"
"31972.00","100000.00"
"72634.00","341600.00"
"70568.00","412500.00"
"46350.00","248600.00"
"53015.00","254900.00"
"49801.00","241500.00"
"54834.00","295200.00"
"61870.00","340400.00"
"56194.00","274700.00"
"54639.00","238600.00"
"51498.00","266400.00"
"58382.00","330200.00"
"46500.00","206800.00"
"43819.00","209200.00"
"37222.00","195800.00"
"52855.00","253500.00"
"43375.00","241800.00"
"52131.00","252500.00"
"60050.00","263900.00"
"50519.00","227000.00"
"48237.00","220900.00"
"52497.00","259300.00"
"41250.00","232500.00"
"46005.00","231600.00"
"35187.00","209400.00"
"30000.00","223200.00"
"34934.00","209900.00"
"29861.00","208200.00"
"25362.00","203800.00"
"33021.00","195700.00"
"30964.00","190500.00"
"28512.00","181000.00"
"33478.00","184900.00"
"23958.00","190800.00"
"35295.00","242200.00"
"48036.00","188300.00"
"38510.00","183500.00"
"40662.00","204200.00"
"46042.00","251900.00"
"22000.00","187500.00"
"41164.00","198200.00"
"39500.00","219000.00"
"49135.00","275000.00"
"28355.00","245400.00"
"32500.00","177500.00"
"28301.00","171600.00"
"37159.00","183300.00"
"25625.00","175000.00"
"38047.00","156700.00"
"33750.00","157500.00"
"32440.00","179800.00"
"40268.00","205500.00"
"33906.00","178900.00"
"55461.00","262500.00"
"33710.00","165000.00"
"35313.00","159700.00"
"36630.00","158300.00"
"28750.00","144800.00"
"40202.00","166300.00"
"45553.00","191000.00"
"34643.00","175000.00"
"33431.00","137500.00"
"21898.00","141700.00"
"29097.00","210900.00"
"33750.00","198300.00"
"28125.00","157400.00"
"50000.00","264700.00"
"30673.00","218400.00"
"38125.00","235100.00"
"69096.00","341800.00"
"79120.00","367300.00"
"38393.00","243500.00"
"40000.00","167900.00"
"65095.00","371200.00"
"35156.00","218900.00"
"29830.00","202700.00"
"35240.00","186200.00"
"31103.00","188900.00"
"35781.00","180000.00"
"31682.00","202700.00"
"26101.00","181700.00"
"36932.00","166800.00"
"34583.00","183700.00"
"39032.00","218000.00"
"40208.00","191500.00"
"35547.00","194700.00"
"45859.00","187200.00"
"26321.00","223100.00"
"33950.00","271300.00"
"39702.00","194100.00"
"50043.00","190400.00"
"44659.00","189100.00"
"36625.00","184600.00"
"38864.00","197300.00"
"34583.00","192600.00"
"37813.00","192200.00"
"29917.00","194600.00"
"44375.00","193500.00"
"40000.00","202600.00"
"23869.00","83300.00"
"47609.00","212600.00"
"54858.00","187800.00"
"43971.00","205700.00"
"40109.00","192900.00"
"43864.00","205200.00"
"42841.00","213400.00"
"51312.00","183600.00"
"29958.00","178400.00"
"36364.00","219200.00"
"27955.00","183100.00"
"29507.00","157100.00"
"34375.00","157800.00"
"28750.00","161700.00"
"30345.00","152100.00"
"26790.00","144900.00"
"29922.00","179900.00"
"41042.00","179100.00"
"25833.00","159900.00"
"21552.00","161400.00"
"23274.00","170400.00"
"24206.00","137500.00"
"39063.00","178400.00"
"26464.00","155200.00"
"34643.00","160900.00"
"23973.00","167300.00"
"65000.00","340000.00"
"60574.00","431000.00"
"38958.00","301100.00"
"47813.00","241900.00"
"32829.00","162500.00"
"53169.00","299200.00"
"62579.00","315500.00"
"51701.00","216800.00"
"32500.00","218100.00"
"31796.00","170300.00"
"24196.00","275000.00"
"26563.00","184100.00"
"9637.00","160000.00"
"23357.00","175000.00"
"35114.00","197500.00"
"33125.00","150000.00"
"24042.00","205600.00"
"28322.00","170300.00"
"25156.00","190900.00"
"34032.00","196900.00"
"25350.00","174000.00"
"25772.00","170200.00"
"30962.00","180900.00"
"29564.00","150500.00"
"31250.00","167100.00"
"29500.00","148900.00"
"43800.00","196400.00"
"40417.00","191100.00"
"38000.00","187500.00"
"34839.00","180600.00"
"40588.00","182800.00"
"41974.00","179300.00"
"36000.00","179400.00"
"42670.00","210300.00"
"42386.00","192300.00"
"55797.00","198100.00"
"40682.00","196200.00"
"31734.00","181600.00"
"47933.00","186900.00"
"48125.00","188300.00"
"38676.00","184000.00"
"39395.00","184700.00"
"32434.00","179900.00"
"30917.00","167200.00"
"30645.00","165400.00"
"27019.00","154000.00"
"31115.00","153500.00"
"34722.00","135400.00"
"22222.00","158300.00"
"61104.00","240700.00"
"42733.00","180700.00"
"32465.00","230600.00"
"32417.00","210800.00"
"38750.00","165300.00"
"60501.00","254200.00"
"68233.00","332600.00"
"63501.00","350000.00"
"26719.00","161200.00"
"38750.00","179300.00"
"25625.00","154300.00"
"30160.00","161800.00"
"27694.00","161900.00"
"36818.00","165400.00"
"21382.00","166600.00"
"37303.00","149700.00"
"38750.00","162100.00"
"30489.00","152600.00"
"28203.00","195200.00"
"43897.00","190600.00"
"47143.00","193800.00"
"46875.00","200600.00"
"32091.00","150000.00"
"42750.00","185300.00"
"41302.00","172700.00"
"30900.00","174100.00"
"45417.00","194400.00"
"46635.00","206700.00"
"44427.00","204500.00"
"45303.00","175000.00"
"23750.00","137500.00"
"38171.00","187200.00"
"45281.00","173600.00"
"43456.00","163000.00"
"34861.00","331600.00"
"52312.00","197600.00"
"36708.00","197900.00"
"38875.00","228100.00"
"39167.00","189500.00"
"39063.00","184200.00"
"37895.00","180900.00"
"38000.00","172000.00"
"57309.00","177900.00"
"41141.00","173100.00"
"52838.00","172600.00"
"33479.00","182100.00"
"31420.00","179500.00"
"37614.00","176000.00"
"42500.00","192600.00"
"39338.00","182700.00"
"25158.00","134900.00"
"24808.00","157600.00"
"47083.00","190900.00"
"41652.00","158200.00"
"35541.00","350000.00"
"38036.00","158200.00"
"38259.00","146100.00"
"32331.00","226700.00"
"47109.00","198700.00"
"42468.00","221200.00"
"63960.00","208500.00"
"38125.00","204200.00"
"32857.00","193200.00"
"38929.00","209500.00"
"37262.00","164900.00"
"40125.00","161400.00"
"41719.00","187000.00"
"42857.00","190400.00"
"36458.00","156600.00"
"26875.00","157300.00"
"37292.00","168100.00"
"45913.00","177600.00"
"38625.00","208900.00"
"33611.00","169200.00"
"28971.00","163900.00"
"40326.00","164700.00"
"40682.00","156900.00"
"53644.00","168800.00"
"47019.00","174100.00"
"56400.00","206500.00"
"37931.00","203900.00"
"46458.00","217000.00"
"36940.00","159600.00"
"26520.00","159800.00"
"35000.00","154300.00"
"32386.00","149600.00"
"50970.00","188600.00"
"43875.00","238500.00"
"46250.00","235300.00"
"50406.00","261400.00"
"58704.00","234400.00"
"53226.00","231700.00"
"42350.00","156300.00"
"48250.00","222000.00"
"55218.00","254400.00"
"65116.00","244300.00"
"60661.00","247000.00"
"60074.00","236500.00"
"46211.00","151400.00"
"52250.00","213700.00"
"53428.00","243600.00"
"37462.00","212500.00"
"45721.00","214700.00"
"36923.00","213200.00"
"46786.00","256000.00"
"28750.00","237500.00"
"33617.00","178100.00"
"57579.00","231800.00"
"29706.00","147900.00"
"39022.00","191700.00"
"46146.00","247600.00"
"57192.00","283500.00"
"36832.00","216900.00"
"62073.00","282500.00"
"58151.00","295600.00"
"58322.00","281800.00"
"56277.00","269800.00"
"52879.00","231200.00"
"65615.00","318300.00"
"56758.00","253400.00"
"61047.00","278200.00"
"35714.00","300000.00"
"60824.00","273500.00"
"43594.00","223400.00"
"55737.00","214500.00"
"48962.00","220200.00"
"46978.00","240300.00"
"44259.00","158000.00"
"33008.00","224200.00"
"45687.00","177200.00"
"38179.00","216100.00"
"50000.00","269700.00"
"43393.00","231200.00"
"41387.00","162500.00"
"48052.00","254000.00"
"46349.00","196200.00"
"31680.00","189400.00"
"31326.00","220800.00"
"29074.00","213800.00"
"83996.00","442900.00"
"66478.00","333400.00"
"66290.00","352400.00"
"62179.00","305300.00"
"57610.00","259600.00"
"46641.00","248900.00"
"67599.00","356000.00"
"39909.00","236000.00"
"42955.00","218800.00"
"49615.00","228000.00"
"26198.00","235900.00"
"47135.00","203200.00"
"47500.00","197000.00"
"54299.00","236400.00"
"46000.00","223200.00"
"41947.00","222700.00"
"53880.00","225000.00"
"39444.00","240100.00"
"53283.00","227900.00"
"48403.00","268600.00"
"51616.00","275100.00"
"49167.00","256300.00"
"41591.00","332400.00"
"50000.00","287600.00"
"58325.00","298900.00"
"57057.00","287600.00"
"50423.00","222200.00"
"45317.00","232600.00"
"54359.00","258300.00"
"50824.00","230900.00"
"52308.00","196900.00"
"44107.00","223500.00"
"52396.00","223900.00"
"47478.00","243500.00"
"84045.00","451100.00"
"97194.00","500001.00"
"51643.00","193100.00"
"53813.00","264400.00"
"60878.00","246900.00"
"68680.00","337300.00"
"69920.00","284800.00"
"49118.00","217300.00"
"44357.00","291700.00"
"49464.00","223800.00"
"52882.00","223100.00"
"51321.00","211300.00"
"39667.00","218500.00"
"31696.00","156300.00"
"50838.00","248200.00"
"48214.00","186000.00"
"41406.00","178200.00"
"37364.00","190400.00"
"35350.00","210300.00"
"50739.00","208000.00"
"32560.00","183300.00"
"60667.00","245700.00"
"57072.00","242200.00"
"49867.00","181700.00"
"51437.00","299400.00"
"53470.00","219500.00"
"57233.00","231800.00"
"44697.00","221300.00"
"49107.00","213800.00"
"42281.00","206000.00"
"50143.00","271100.00"
"72494.00","336500.00"
"51406.00","315600.00"
"83337.00","500001.00"
"73160.00","285400.00"
"64994.00","323000.00"
"72211.00","291900.00"
"44087.00","225600.00"
"59345.00","259600.00"
"61770.00","262900.00"
"58170.00","257300.00"
"63132.00","259200.00"
"63373.00","339700.00"
"73330.00","337200.00"
"62918.00","334100.00"
"65214.00","311500.00"
"64524.00","296900.00"
"60604.00","247900.00"
"65285.00","300400.00"
"72639.00","332400.00"
"74353.00","389800.00"
"31127.00","233000.00"
"24896.00","238500.00"
"50677.00","233300.00"
"21187.00","231300.00"
"109506.00","475800.00"
"70691.00","393200.00"
"55000.00","247200.00"
"49879.00","229400.00"
"68132.00","282500.00"
"56399.00","300600.00"
"41597.00","293200.00"
"57519.00","278500.00"
"56417.00","352900.00"
"103203.00","400000.00"
"43472.00","375000.00"
"66827.00","313700.00"
"36200.00","139300.00"
"73588.00","327500.00"
"57239.00","430600.00"
"42083.00","125000.00"
"61023.00","450000.00"
"39864.00","200200.00"
"48624.00","192400.00"
"91531.00","418800.00"
"47361.00","216800.00"
"54324.00","215500.00"
"49375.00","227700.00"
"33841.00","184400.00"
"35532.00","158400.00"
"33618.00","174600.00"
"43533.00","168400.00"
"45357.00","188400.00"
"57068.00","256700.00"
"37212.00","183800.00"
"52443.00","183400.00"
"42361.00","177500.00"
"31856.00","186900.00"
"54496.00","238900.00"
"30222.00","172500.00"
"26667.00","179200.00"
"37301.00","204400.00"
"46806.00","209400.00"
"57907.00","264200.00"
"63705.00","350000.00"
"52649.00","199800.00"
"60797.00","211000.00"
"48571.00","201100.00"
"38523.00","193000.00"
"59800.00","245000.00"
"24500.00","117600.00"
"22417.00","97900.00"
"31500.00","140600.00"
"34609.00","120900.00"
"30000.00","119000.00"
"32031.00","129200.00"
"25208.00","99100.00"
"23549.00","108900.00"
"30125.00","111700.00"
"20500.00","68900.00"
"31250.00","96400.00"
"26500.00","116700.00"
"35000.00","123800.00"
"25476.00","97900.00"
"39107.00","129800.00"
"42917.00","121300.00"
"33393.00","107200.00"
"43029.00","121900.00"
"28125.00","113400.00"
"35508.00","99100.00"
"32589.00","103000.00"
"32937.00","114200.00"
"30465.00","144100.00"
"23125.00","128600.00"
"25250.00","157200.00"
"31750.00","118500.00"
"26078.00","116700.00"
"27399.00","134800.00"
"27236.00","109900.00"
"44531.00","144300.00"
"32135.00","123600.00"
"31142.00","112600.00"
"30068.00","107300.00"
"30905.00","117800.00"
"19362.00","89900.00"
"23155.00","102300.00"
"20094.00","87300.00"
"30700.00","142600.00"
"16785.00","153100.00"
"36625.00","126600.00"
"35046.00","118300.00"
"39000.00","147000.00"
"18095.00","78100.00"
"22833.00","85800.00"
"15633.00","84500.00"
"34191.00","137500.00"
"9393.00","88900.00"
"11019.00","120200.00"
"17284.00","74500.00"
"22621.00","85100.00"
"25750.00","130300.00"
"43309.00","125200.00"
"30253.00","111400.00"
"32016.00","97000.00"
"31125.00","122600.00"
"30625.00","116300.00"
"21250.00","179200.00"
"22925.00","85800.00"
"16797.00","94800.00"
"15481.00","200000.00"
"9870.00","112500.00"
"9566.00","69000.00"
"13672.00","55000.00"
"20064.00","77900.00"
"16911.00","98800.00"
"16827.00","78700.00"
"15863.00","81300.00"
"17426.00","60300.00"
"15064.00","66300.00"
"20288.00","116700.00"
"45032.00","159700.00"
"37007.00","139200.00"
"35735.00","89600.00"
"35375.00","153100.00"
"28306.00","87500.00"
"47120.00","158600.00"
"23833.00","95100.00"
"30625.00","93800.00"
"27143.00","95300.00"
"35189.00","141300.00"
"24028.00","67500.00"
"23036.00","73000.00"
"28657.00","119600.00"
"22419.00","93200.00"
"24537.00","117900.00"
"25374.00","97200.00"
"23507.00","97600.00"
"23079.00","95300.00"
"26147.00","107700.00"
"25670.00","102900.00"
"16250.00","88300.00"
"14048.00","86500.00"
"21838.00","58000.00"
"18750.00","84000.00"
"29630.00","89500.00"
"26823.00","93400.00"
"21912.00","115200.00"
"20458.00","105700.00"
"23068.00","97300.00"
"27863.00","108600.00"
"20882.00","104900.00"
"31061.00","110200.00"
"17875.00","103800.00"
"22000.00","80800.00"
"23403.00","87300.00"
"18245.00","85500.00"
"25428.00","85000.00"
"18125.00","93500.00"
"30000.00","96700.00"
"28182.00","109700.00"
"17788.00","85800.00"
"10625.00","92800.00"
"18616.00","70500.00"
"23711.00","121800.00"
"30660.00","102600.00"
"29625.00","101200.00"
"31300.00","168300.00"
"24623.00","126100.00"
"23798.00","83800.00"
"19766.00","92600.00"
"23958.00","111200.00"
"16948.00","87500.00"
"23895.00","87500.00"
"28871.00","94700.00"
"23684.00","62500.00"
"14896.00","83300.00"
"23917.00","85700.00"
"17708.00","79500.00"
"17308.00","53600.00"
"15771.00","65200.00"
"21467.00","84100.00"
"29562.00","142300.00"
"39028.00","93800.00"
"30446.00","90800.00"
"32174.00","91800.00"
"26921.00","97500.00"
"45156.00","91200.00"
"24821.00","73800.00"
"29688.00","86400.00"
"25020.00","62100.00"
"23340.00","72200.00"
"20357.00","57600.00"
