MedIncome,MedHouseValue
"45987.00","363800.00"
"50596.00","363900.00"
"27039.00","364000.00"
"20161.00","364300.00"
"41661.00","364400.00"
"33580.00","364500.00"
"52017.00","364600.00"
"42989.00","364700.00"
"34559.00","364900.00"
"51496.00","365000.00"
"53738.00","365100.00"
"83931.00","365300.00"
"60936.00","365400.00"
"64242.00","365500.00"
"27279.00","365600.00"
"81078.00","365700.00"
"81163.00","365800.00"
"43036.00","365900.00"
"61536.00","366000.00"
"36202.00","366100.00"
"57128.00","366200.00"
"54820.00","366300.00"
"31642.00","366700.00"
"69014.00","366800.00"
"44228.00","366900.00"
"55194.00","367000.00"
"19937.00","367100.00"
"51508.00","367300.00"
"44699.00","367400.00"
"73195.00","367500.00"
"67974.00","367600.00"
"37986.00","367700.00"
"61310.00","367800.00"
"73090.00","367900.00"
"63256.00","368000.00"
"50120.00","368200.00"
"67718.00","368300.00"
"61404.00","368400.00"
"50874.00","368500.00"
"67138.00","368600.00"
"69081.00","368700.00"
"36759.00","368800.00"
"68538.00","368900.00"
"30398.00","369100.00"
"37036.00","369200.00"
"35817.00","369300.00"
"51991.00","369400.00"
"48068.00","369700.00"
"63712.00","369800.00"
"72030.00","369900.00"
"32061.00","370000.00"
"56780.00","370100.00"
"75200.00","370200.00"
"53369.00","370400.00"
"59806.00","370500.00"
"35729.00","370800.00"
"66828.00","370900.00"
"59849.00","371000.00"
"72660.00","371100.00"
"65095.00","371200.00"
"78336.00","371300.00"
"25562.00","371400.00"
"52598.00","371500.00"
"45682.00","371600.00"
"53339.00","371700.00"
"80287.00","371800.00"
"55083.00","371900.00"
"55337.00","372000.00"
"28569.00","372200.00"
"43214.00","372300.00"
"82890.00","372400.00"
"60663.00","372600.00"
"65669.00","372800.00"
"51242.00","372900.00"
"51524.00","373100.00"
"55919.00","373400.00"
"31146.00","373500.00"
"52099.00","373600.00"
"41699.00","373700.00"
"53377.00","373800.00"
"69135.00","374000.00"
"39783.00","374100.00"
"45352.00","374200.00"
"79556.00","374400.00"
"50754.00","374500.00"
"56271.00","374800.00"
"76420.00","374900.00"
"14554.00","375000.00"
"87350.00","375300.00"
"56228.00","375400.00"
"61228.00","375700.00"
"60137.00","375900.00"
"32109.00","376000.00"
"16228.00","376100.00"
"56494.00","376200.00"
"52519.00","376600.00"
"47179.00","376700.00"
"34236.00","376800.00"
"53794.00","376900.00"
"56383.00","377000.00"
"33621.00","377200.00"
"45333.00","377300.00"
"83818.00","377600.00"
"68380.00","378000.00"
"49384.00","378100.00"
"50907.00","378200.00"
"84284.00","378300.00"
"40686.00","378600.00"
"45592.00","378800.00"
"53773.00","379000.00"
"59539.00","379100.00"
"65745.00","379300.00"
"70935.00","379500.00"
"56234.00","379600.00"
"40474.00","379700.00"
"54968.00","379800.00"
"19949.00","380000.00"
"75850.00","380100.00"
"37480.00","380400.00"
"80837.00","380600.00"
"51677.00","380800.00"
"75196.00","380900.00"
"50044.00","381200.00"
"73003.00","381300.00"
"72532.00","381500.00"
"61592.00","381700.00"
"58411.00","381800.00"
"67027.00","381900.00"
"35055.00","382100.00"
"45743.00","382200.00"
"57143.00","382400.00"
"34150.00","382500.00"
"68370.00","383000.00"
"60597.00","383100.00"
"59062.00","383200.00"
"32159.00","383300.00"
"37545.00","383700.00"
"68280.00","383900.00"
"83275.00","384200.00"
"71687.00","384400.00"
"71221.00","384500.00"
"52289.00","384600.00"
"44615.00","384800.00"
"40726.00","385400.00"
"69935.00","385500.00"
"62583.00","386000.00"
"46053.00","386100.00"
"52951.00","386200.00"
"56206.00","386400.00"
"50621.00","386500.00"
"65617.00","386600.00"
"77112.00","386700.00"
"55936.00","386800.00"
"52449.00","387000.00"
"46520.00","387100.00"
"35536.00","387200.00"
"63401.00","387300.00"
"77569.00","387400.00"
"46197.00","387500.00"
"58311.00","387700.00"
"51523.00","387800.00"
"40568.00","387900.00"
"53506.00","388100.00"
"59113.00","388300.00"
"67587.00","388500.00"
"88470.00","388700.00"
"50482.00","388900.00"
"51773.00","389500.00"
"67977.00","389700.00"
"74353.00","389800.00"
"73267.00","389900.00"
"60622.00","390000.00"
"80922.00","390100.00"
"50926.00","390500.00"
"61120.00","390600.00"
"73731.00","390800.00"
"87015.00","390900.00"
"54322.00","391000.00"
"72354.00","391100.00"
"76775.00","391200.00"
"96023.00","391300.00"
"36341.00","391500.00"
"62425.00","391800.00"
"35806.00","391900.00"
"75412.00","392100.00"
"85574.00","392200.00"
"72559.00","392300.00"
"56870.00","392400.00"
"116017.00","392600.00"
"74570.00","392700.00"
"54127.00","392800.00"
"64559.00","392900.00"
"79013.00","393000.00"
"64313.00","393100.00"
"66125.00","393200.00"
"47841.00","393500.00"
"57524.00","393600.00"
"71425.00","393700.00"
"30173.00","393800.00"
"41765.00","393900.00"
"65322.00","394000.00"
"71463.00","394100.00"
"83065.00","394200.00"
"42031.00","394400.00"
"31941.00","394700.00"
"55221.00","394900.00"
"40451.00","395100.00"
"57850.00","395300.00"
"46366.00","395500.00"
"38472.00","395700.00"
"35481.00","396000.00"
"31176.00","396300.00"
"35096.00","396400.00"
"59546.00","396700.00"
"55390.00","396900.00"
"51695.00","397000.00"
"83646.00","397300.00"
"63111.00","397400.00"
"54122.00","397500.00"
"50410.00","397600.00"
"77360.00","397700.00"
"40801.00","397800.00"
"54719.00","397900.00"
"53160.00","398100.00"
"75139.00","398200.00"
"61550.00","398600.00"
"57248.00","398800.00"
"59114.00","399000.00"
"80137.00","399200.00"
"60678.00","399300.00"
"52200.00","399400.00"
"89571.00","399700.00"
"11642.00","400000.00"
"59073.00","400400.00"
"48971.00","400700.00"
"65160.00","401000.00"
"98346.00","401700.00"
"76917.00","401800.00"
"53074.00","401900.00"
"54188.00","402200.00"
"75755.00","402300.00"
"67546.00","402400.00"
"69754.00","402500.00"
"60321.00","402600.00"
"61557.00","402900.00"
"68753.00","403000.00"
"79885.00","403300.00"
"83188.00","403400.00"
"62319.00","403700.00"
"65948.00","404000.00"
"69483.00","404300.00"
"35909.00","404500.00"
"41856.00","404700.00"
"56511.00","404800.00"
"61064.00","405000.00"
"29760.00","405100.00"
"67228.00","405200.00"
"33571.00","405400.00"
"51834.00","405500.00"
"43667.00","405600.00"
"61668.00","405800.00"
"42972.00","405900.00"
"56204.00","406200.00"
"81844.00","406300.00"
"68686.00","406500.00"
"84839.00","406700.00"
"75337.00","406800.00"
"35388.00","407000.00"
"50774.00","407200.00"
"43458.00","407500.00"
"63835.00","407800.00"
"33850.00","408300.00"
"53920.00","408500.00"
"77846.00","409000.00"
"53508.00","409100.00"
"60255.00","409300.00"
"42415.00","409600.00"
"39848.00","409700.00"
"39777.00","409800.00"
"79814.00","409900.00"
"20547.00","410000.00"
"81117.00","410200.00"
"85491.00","410300.00"
"72419.00","410400.00"
"55379.00","410500.00"
"23974.00","410700.00"
"102614.00","410800.00"
"56169.00","411200.00"
"56286.00","411300.00"
"75544.00","411500.00"
"61309.00","411600.00"
"95561.00","411800.00"
"64913.00","411900.00"
"74863.00","412300.00"
"16987.00","412500.00"
"67644.00","412600.00"
"57778.00","412700.00"
"67042.00","413000.00"
"68742.00","413100.00"
"60235.00","413500.00"
"91808.00","413700.00"
"53279.00","413900.00"
"51439.00","414000.00"
"51169.00","414300.00"
"67809.00","414400.00"
"62884.00","414700.00"
"38029.00","414800.00"
"31620.00","415000.00"
"57979.00","415300.00"
"67449.00","415600.00"
"57876.00","415800.00"
"87200.00","415900.00"
"42308.00","416100.00"
"53167.00","416300.00"
"66087.00","416500.00"
"60308.00","416700.00"
"66447.00","416800.00"
"53961.00","416900.00"
"55902.00","417000.00"
"58505.00","417100.00"
"69635.00","417300.00"
"69414.00","417500.00"
"61278.00","417600.00"
"62270.00","417800.00"
"30707.00","417900.00"
"63064.00","418300.00"
"51545.00","418400.00"
"30926.00","418500.00"
"38350.00","418600.00"
"30571.00","418800.00"
"83912.00","419000.00"
"39485.00","419100.00"
"82531.00","419200.00"
"73644.00","419700.00"
"87471.00","419900.00"
"33643.00","420000.00"
"51450.00","420200.00"
"51893.00","420300.00"
"59199.00","420500.00"
"78915.00","420600.00"
"31235.00","420800.00"
"54273.00","421000.00"
"40652.00","421300.00"
"64459.00","421600.00"
"61985.00","422000.00"
"45189.00","422200.00"
"47321.00","422400.00"
"76864.00","422500.00"
"73356.00","422700.00"
"78532.00","422800.00"
"65474.00","422900.00"
"76107.00","423200.00"
"60338.00","423700.00"
"77865.00","423900.00"
"60830.00","424000.00"
"61275.00","424400.00"
"78575.00","424600.00"
"14804.00","425000.00"
"97037.00","425100.00"
"64600.00","425500.00"
"87288.00","425800.00"
"43468.00","425900.00"
"101854.00","426000.00"
"79794.00","426100.00"
"61004.00","426400.00"
"51509.00","426500.00"
"80069.00","426800.00"
"75839.00","426900.00"
"50866.00","427300.00"
"37463.00","427600.00"
"90243.00","427700.00"
"101248.00","428500.00"
"54346.00","428600.00"
"55351.00","429000.00"
"51718.00","429100.00"
"43550.00","429200.00"
"106186.00","429300.00"
"56017.00","430000.00"
"82335.00","430200.00"
"56396.00","430300.00"
"88342.00","430500.00"
"57239.00","430600.00"
"52329.00","430900.00"
"60574.00","431000.00"
"74787.00","431300.00"
"29450.00","431400.00"
"74729.00","431600.00"
"55385.00","431800.00"
"59856.00","432100.00"
"74734.00","432200.00"
"51249.00","432400.00"
"39010.00","432500.00"
"75372.00","432600.00"
"51626.00","432700.00"
"60884.00","432900.00"
"66689.00","433000.00"
"36065.00","433300.00"
"83617.00","433800.00"
"40833.00","434400.00"
"52276.00","434500.00"
"31591.00","434700.00"
"41324.00","434800.00"
"50322.00","435000.00"
"41827.00","435100.00"
"44081.00","435200.00"
"32462.00","435700.00"
"77364.00","435800.00"
"60433.00","435900.00"
"92858.00","436100.00"
"39044.00","436400.00"
"87980.00","436600.00"
"42520.00","436700.00"
"64588.00","437100.00"
"70315.00","437300.00"
"60142.00","437400.00"
"40714.00","437500.00"
"95268.00","437900.00"
"48047.00","438000.00"
"71845.00","438100.00"
"22148.00","438300.00"
"52114.00","438400.00"
"62642.00","438500.00"
"60350.00","438800.00"
"30766.00","438900.00"
"65928.00","439100.00"
"51589.00","439200.00"
"65304.00","439800.00"
"74720.00","439900.00"
"62094.00","440000.00"
"58666.00","440100.00"
"50863.00","440300.00"
"52078.00","440500.00"
"53819.00","440900.00"
"86675.00","441000.00"
"54851.00","441100.00"
"75557.00","441400.00"
"72472.00","441900.00"
"52971.00","442100.00"
"82069.00","442500.00"
"42289.00","442700.00"
"83996.00","442900.00"
"35221.00","443300.00"
"41490.00","443600.00"
"59572.00","443800.00"
"67571.00","443900.00"
"73521.00","444000.00"
"85957.00","444100.00"
"64468.00","444200.00"
"40583.00","444300.00"
"52292.00","444500.00"
"51584.00","444700.00"
"22653.00","445000.00"
"52249.00","445200.00"
"82030.00","445400.00"
"51837.00","445600.00"
"74351.00","445700.00"
"46065.00","445900.00"
"45192.00","446000.00"
"68317.00","446100.00"
"70897.00","446200.00"
"68469.00","446400.00"
"59277.00","446600.00"
"64246.00","446700.00"
"50814.00","446800.00"
"31989.00","446900.00"
"77799.00","447300.00"
"37125.00","447400.00"
"58880.00","447700.00"
"58735.00","448100.00"
"63406.00","448300.00"
"8804.00","450000.00"
"72731.00","450400.00"
"61426.00","450700.00"
"47734.00","450800.00"
"84045.00","451100.00"
"56038.00","451300.00"
"67578.00","451400.00"
"80683.00","451500.00"
"64271.00","451700.00"
"60577.00","451800.00"
"38210.00","452100.00"
"64319.00","452300.00"
"83252.00","452600.00"
"44777.00","452800.00"
"77743.00","453100.00"
"31677.00","453400.00"
"61814.00","453600.00"
"50602.00","453700.00"
"91541.00","453800.00"
"80074.00","454100.00"
"101299.00","454300.00"
"47926.00","454400.00"
"78588.00","454800.00"
"83678.00","455300.00"
"52865.00","455400.00"
"80727.00","455500.00"
"30476.00","456200.00"
"46364.00","456300.00"
"74559.00","456500.00"
"56110.00","456600.00"
"99055.00","456900.00"
"68336.00","457200.00"
"46420.00","457300.00"
"62070.00","457400.00"
"30744.00","457700.00"
"41148.00","457800.00"
"20987.00","458300.00"
"65842.00","458500.00"
"35213.00","458600.00"
"84262.00","459200.00"
"67528.00","459600.00"
"40153.00","460000.00"
"105981.00","460100.00"
"51335.00","461200.00"
"55951.00","461300.00"
"103345.00","461400.00"
"88281.00","461600.00"
"72812.00","462200.00"
"75286.00","462700.00"
"102252.00","462800.00"
"60362.00","463500.00"
"73130.00","463700.00"
"52888.00","463800.00"
"51032.00","464600.00"
"71108.00","465000.00"
"94356.00","465600.00"
"62917.00","465700.00"
"37852.00","465800.00"
"81872.00","466100.00"
"69257.00","466400.00"
"41047.00","466700.00"
"63719.00","466900.00"
"76720.00","467600.00"
"68773.00","467700.00"
"78904.00","468800.00"
"74111.00","469100.00"
"95862.00","469400.00"
"50976.00","469800.00"
"71198.00","469900.00"
"50858.00","470000.00"
"83935.00","470500.00"
"41365.00","470800.00"
"52416.00","471300.00"
"52333.00","471400.00"
"81194.00","471600.00"
"91232.00","472000.00"
"84680.00","472100.00"
"83841.00","472200.00"
"60770.00","472700.00"
"66136.00","472800.00"
"60436.00","473000.00"
"83837.00","473400.00"
"79813.00","473500.00"
"78013.00","474000.00"
"57509.00","474100.00"
"76685.00","474300.00"
"47475.00","474600.00"
"77643.00","474700.00"
"24444.00","475000.00"
"109506.00","475800.00"
"50203.00","476300.00"
"78407.00","476400.00"
"35500.00","476700.00"
"79059.00","477100.00"
"72772.00","477200.00"
"39673.00","477300.00"
"103354.00","477600.00"
"101154.00","477700.00"
"79213.00","477800.00"
"45656.00","478400.00"
"87991.00","478500.00"
"46838.00","479000.00"
"64350.00","479500.00"
"51072.00","479700.00"
"61014.00","480100.00"
"53441.00","480600.00"
"63230.00","480800.00"
"76526.00","481300.00"
"66321.00","481500.00"
"68553.00","482200.00"
"63612.00","482700.00"
"44980.00","482900.00"
"105511.00","483100.00"
"33266.00","483300.00"
"86454.00","483500.00"
"64956.00","483600.00"
"74190.00","483700.00"
"60876.00","483800.00"
"101531.00","484100.00"
"56315.00","484600.00"
"71615.00","484700.00"
"33989.00","485000.00"
"52954.00","485100.00"
"58393.00","485300.00"
"83209.00","485400.00"
"52035.00","485700.00"
"52400.00","486400.00"
"41797.00","486800.00"
"131477.00","487000.00"
"34048.00","487100.00"
"110546.00","487200.00"
"37778.00","487500.00"
"60762.00","487800.00"
"60150.00","488500.00"
"23187.00","488900.00"
"56302.00","489000.00"
"30417.00","489600.00"
"53403.00","489800.00"
"26803.00","490000.00"
"72096.00","490300.00"
"58692.00","490400.00"
"78496.00","490800.00"
"43939.00","491200.00"
"75418.00","492000.00"
"73151.00","492200.00"
"64310.00","492500.00"
"111121.00","493000.00"
"69136.00","493300.00"
"63521.00","493400.00"
"68198.00","493800.00"
"72655.00","494000.00"
"58587.00","494700.00"
"110567.00","495400.00"
"54591.00","495500.00"
"36181.00","495600.00"
"67058.00","495900.00"
"59285.00","496000.00"
"65970.00","496400.00"
"35637.00","497400.00"
"57380.00","497600.00"
"62976.00","498400.00"
"104835.00","498600.00"
"72692.00","498700.00"
"82480.00","498800.00"
"81489.00","499000.00"
"67861.00","499100.00"
"12656.00","500000.00"
"7025.00","500001.00"
