MedIncome,MedHouseValue
"14688.00","53800.00"
"18431.00","53900.00"
"19511.00","54000.00"
"14455.00","54100.00"
"9782.00","54200.00"
"13650.00","54300.00"
"11141.00","54400.00"
"14429.00","54600.00"
"14937.00","54700.00"
"14786.00","54800.00"
"34338.00","54900.00"
"8928.00","55000.00"
"14191.00","55100.00"
"16094.00","55200.00"
"12647.00","55300.00"
"16063.00","55400.00"
"7800.00","55500.00"
"12065.00","55600.00"
"9614.00","55700.00"
"15875.00","55800.00"
"13462.00","55900.00"
"15923.00","56000.00"
"11750.00","56100.00"
"23224.00","56200.00"
"16172.00","56300.00"
"12813.00","56400.00"
"10600.00","56500.00"
"20800.00","56600.00"
"15160.00","56700.00"
"21600.00","56800.00"
"15860.00","56900.00"
"12157.00","57000.00"
"15750.00","57100.00"
"16045.00","57300.00"
"14773.00","57400.00"
"11944.00","57500.00"
"15938.00","57600.00"
"19187.00","57700.00"
"10472.00","57800.00"
"11638.00","57900.00"
"15774.00","58000.00"
"14194.00","58100.00"
"15676.00","58200.00"
"8024.00","58300.00"
"15407.00","58400.00"
"16033.00","58500.00"
"16944.00","58600.00"
"17994.00","58700.00"
"13385.00","58800.00"
"21182.00","58900.00"
"15273.00","59000.00"
"16722.00","59100.00"
"8964.00","59200.00"
"15066.00","59300.00"
"15987.00","59400.00"
"16575.00","59500.00"
"13375.00","59600.00"
"26397.00","59700.00"
"14107.00","59800.00"
"8054.00","60000.00"
"21439.00","60200.00"
"12281.00","60300.00"
"12750.00","60400.00"
"14619.00","60500.00"
"13611.00","60600.00"
"17267.00","60700.00"
"13343.00","60800.00"
"12054.00","60900.00"
"14387.00","61000.00"
"14665.00","61100.00"
"13221.00","61200.00"
"17675.00","61300.00"
"16534.00","61400.00"
"16902.00","61500.00"
"15281.00","61600.00"
"14044.00","61700.00"
"14648.00","61800.00"
"12176.00","61900.00"
"14767.00","62000.00"
"10398.00","62100.00"
"13302.00","62200.00"
"18413.00","62300.00"
"19676.00","62400.00"
"11707.00","62500.00"
"10955.00","62700.00"
"17857.00","62800.00"
"11419.00","62900.00"
"13386.00","63000.00"
"17895.00","63100.00"
"11903.00","63200.00"
"12904.00","63300.00"
"20625.00","63400.00"
"17411.00","63500.00"
"19088.00","63700.00"
"20303.00","63800.00"
"19100.00","63900.00"
"14663.00","64000.00"
"12275.00","64100.00"
"22375.00","64300.00"
"42292.00","64400.00"
"22337.00","64500.00"
"14668.00","64600.00"
"14196.00","64700.00"
"20258.00","64800.00"
"20224.00","64900.00"
"11602.00","65000.00"
"13696.00","65200.00"
"30139.00","65300.00"
"9948.00","65400.00"
"22865.00","65500.00"
"25030.00","65600.00"
"10531.00","65700.00"
"10951.00","65800.00"
"14646.00","65900.00"
"14779.00","66000.00"
"13973.00","66100.00"
"25223.00","66200.00"
"12917.00","66300.00"
"14066.00","66400.00"
"18514.00","66500.00"
"16983.00","66600.00"
"21691.00","66700.00"
"12575.00","66800.00"
"13371.00","66900.00"
"10469.00","67000.00"
"14891.00","67300.00"
"25141.00","67400.00"
"4999.00","67500.00"
"15600.00","67600.00"
"14079.00","67700.00"
"16993.00","67800.00"
"18636.00","67900.00"
"15561.00","68000.00"
"24286.00","68100.00"
"12069.00","68200.00"
"12548.00","68300.00"
"8229.00","68400.00"
"12235.00","68500.00"
"7403.00","68600.00"
"16450.00","68700.00"
"17463.00","68800.00"
"12029.00","68900.00"
"9566.00","69000.00"
"10521.00","69100.00"
"16429.00","69200.00"
"21889.00","69300.00"
"12716.00","69400.00"
"16213.00","69500.00"
"22067.00","69600.00"
"13000.00","69700.00"
"14952.00","69800.00"
"22981.00","69900.00"
"10685.00","70000.00"
"10467.00","70100.00"
"14620.00","70200.00"
"7069.00","70300.00"
"20294.00","70400.00"
"16116.00","70500.00"
"38307.00","70600.00"
"13190.00","70700.00"
"11687.00","70800.00"
"21139.00","70900.00"
"14740.00","71000.00"
"20202.00","71100.00"
"18694.00","71200.00"
"7235.00","71300.00"
"21573.00","71400.00"
"14531.00","71500.00"
"13167.00","71600.00"
"16168.00","71800.00"
"11915.00","71900.00"
"12841.00","72000.00"
"28295.00","72100.00"
"22215.00","72200.00"
"10962.00","72300.00"
"15823.00","72400.00"
"12083.00","72500.00"
"11853.00","72600.00"
"25550.00","72700.00"
"14480.00","72800.00"
"13365.00","72900.00"
"14279.00","73000.00"
"13977.00","73100.00"
"14240.00","73200.00"
"17756.00","73300.00"
"16047.00","73400.00"
"15739.00","73500.00"
"35076.00","73600.00"
"25062.00","73700.00"
"18575.00","73800.00"
"17694.00","73900.00"
"17303.00","74000.00"
"11386.00","74100.00"
"17692.00","74200.00"
"13177.00","74300.00"
"27219.00","74400.00"
"17284.00","74500.00"
"16654.00","74600.00"
"16111.00","74700.00"
"18375.00","74800.00"
"8738.00","75000.00"
"21354.00","75100.00"
"21154.00","75300.00"
"21679.00","75400.00"
"15850.00","75500.00"
"23550.00","75600.00"
"24919.00","75700.00"
"14141.00","75800.00"
"18571.00","75900.00"
"12542.00","76000.00"
"11910.00","76100.00"
"20742.00","76200.00"
"26523.00","76300.00"
"9797.00","76400.00"
"27930.00","76500.00"
"22132.00","76600.00"
"30938.00","76700.00"
"12227.00","76800.00"
"17805.00","76900.00"
"14366.00","77000.00"
"16186.00","77100.00"
"21625.00","77200.00"
"21840.00","77300.00"
"25667.00","77400.00"
"13039.00","77500.00"
"14889.00","77600.00"
"18845.00","77700.00"
"16164.00","77800.00"
"14815.00","77900.00"
"18022.00","78000.00"
"11681.00","78100.00"
"13329.00","78200.00"
"13927.00","78300.00"
"11667.00","78400.00"
"11301.00","78500.00"
"15908.00","78600.00"
"16827.00","78700.00"
"7075.00","78800.00"
"8991.00","78900.00"
"25179.00","79000.00"
"19073.00","79200.00"
"9838.00","79300.00"
"17402.00","79400.00"
"12034.00","79500.00"
"27230.00","79600.00"
"18220.00","79700.00"
"20644.00","79800.00"
"14514.00","79900.00"
"10114.00","80000.00"
"17448.00","80100.00"
"14632.00","80200.00"
"12171.00","80300.00"
"11964.00","80400.00"
"17546.00","80600.00"
"25457.00","80700.00"
"30257.00","80800.00"
"15900.00","80900.00"
"26643.00","81000.00"
"20657.00","81100.00"
"20694.00","81200.00"
"8952.00","81300.00"
"10424.00","81400.00"
"18466.00","81500.00"
"23848.00","81600.00"
"15139.00","81700.00"
"7683.00","81800.00"
"24943.00","81900.00"
"15479.00","82000.00"
"9204.00","82100.00"
"27596.00","82200.00"
"19426.00","82300.00"
"20870.00","82400.00"
"17719.00","82500.00"
"32833.00","82600.00"
"15729.00","82700.00"
"19829.00","82800.00"
"17642.00","82900.00"
"18939.00","83000.00"
"12413.00","83100.00"
"11818.00","83200.00"
"8106.00","83300.00"
"19052.00","83400.00"
"19014.00","83500.00"
"27321.00","83600.00"
"22094.00","83700.00"
"16823.00","83800.00"
"37261.00","83900.00"
"18750.00","84000.00"
"16800.00","84100.00"
"8641.00","84200.00"
"23352.00","84300.00"
"8056.00","84400.00"
"15633.00","84500.00"
"14097.00","84600.00"
"11311.00","84700.00"
"31361.00","84800.00"
"20184.00","84900.00"
"10313.00","85000.00"
"13485.00","85100.00"
"13583.00","85200.00"
"8172.00","85300.00"
"25902.00","85400.00"
"18245.00","85500.00"
"24757.00","85600.00"
"13523.00","85700.00"
"17059.00","85800.00"
"16943.00","85900.00"
"23844.00","86000.00"
"9011.00","86100.00"
"14821.00","86200.00"
"12863.00","86300.00"
"10208.00","86400.00"
"14048.00","86500.00"
"16148.00","86600.00"
"19851.00","86700.00"
"17456.00","86800.00"
"11917.00","86900.00"
"25737.00","87000.00"
"11765.00","87100.00"
"22102.00","87200.00"
"20094.00","87300.00"
"35703.00","87400.00"
"5360.00","87500.00"
"22115.00","87600.00"
"20034.00","87700.00"
"18914.00","87800.00"
"12209.00","87900.00"
"17865.00","88000.00"
"17328.00","88100.00"
"16731.00","88200.00"
"14423.00","88300.00"
"12098.00","88400.00"
"18704.00","88500.00"
"14719.00","88600.00"
"8984.00","88700.00"
"17262.00","88800.00"
"9393.00","88900.00"
"19432.00","89000.00"
"30341.00","89100.00"
"22243.00","89200.00"
"19957.00","89300.00"
"15917.00","89400.00"
"6991.00","89500.00"
"17451.00","89600.00"
"16029.00","89700.00"
"10375.00","89800.00"
"19362.00","89900.00"
"9589.00","90000.00"
"10430.00","90100.00"
"12024.00","90200.00"
"12396.00","90300.00"
"8527.00","90400.00"
"14274.00","90500.00"
"18485.00","90600.00"
"18710.00","90700.00"
"18849.00","90800.00"
"16467.00","90900.00"
"34028.00","91000.00"
"18696.00","91100.00"
"16368.00","91200.00"
"11434.00","91300.00"
"9518.00","91400.00"
"17257.00","91500.00"
"15268.00","91600.00"
"5495.00","91700.00"
"16080.00","91800.00"
"8941.00","91900.00"
"12679.00","92000.00"
"17245.00","92200.00"
"9337.00","92300.00"
"10617.00","92400.00"
"26987.00","92500.00"
"19583.00","92600.00"
"18191.00","92700.00"
"10625.00","92800.00"
"12745.00","92900.00"
"24600.00","93000.00"
"14490.00","93100.00"
"14917.00","93200.00"
"19185.00","93300.00"
"10898.00","93400.00"
"18125.00","93500.00"
"20398.00","93600.00"
"32305.00","93700.00"
"10658.00","93800.00"
"15547.00","93900.00"
"15812.00","94000.00"
"14329.00","94100.00"
"11051.00","94200.00"
"17158.00","94300.00"
"21103.00","94400.00"
"16333.00","94500.00"
"13007.00","94600.00"
"14679.00","94700.00"
"16797.00","94800.00"
"16645.00","94900.00"
"9463.00","95000.00"
"16898.00","95100.00"
"7286.00","95200.00"
"15303.00","95300.00"
"15256.00","95400.00"
"9227.00","95500.00"
"20549.00","95600.00"
"15427.00","95700.00"
"11194.00","95800.00"
"17079.00","95900.00"
"22466.00","96000.00"
"22618.00","96100.00"
"13134.00","96200.00"
"33066.00","96300.00"
"15988.00","96400.00"
"18317.00","96500.00"
"19906.00","96600.00"
"18407.00","96700.00"
"16400.00","96800.00"
"11468.00","96900.00"
"13801.00","97000.00"
"18086.00","97100.00"
"14861.00","97200.00"
"16027.00","97300.00"
"23682.00","97400.00"
"11108.00","97500.00"
"23507.00","97600.00"
"20724.00","97700.00"
"17802.00","97800.00"
"12091.00","97900.00"
"19029.00","98000.00"
"18672.00","98100.00"
"11645.00","98200.00"
"19821.00","98300.00"
"12273.00","98400.00"
"15556.00","98500.00"
"19912.00","98600.00"
"21165.00","98700.00"
"14063.00","98800.00"
"32889.00","98900.00"
"9166.00","99000.00"
"19348.00","99100.00"
"13042.00","99200.00"
"12857.00","99300.00"
"23971.00","99400.00"
"20493.00","99500.00"
"16887.00","99600.00"
"21806.00","99700.00"
"28226.00","99900.00"
"9298.00","100000.00"
"27333.00","100100.00"
"25575.00","100200.00"
"15272.00","100300.00"
"30181.00","100400.00"
"17425.00","100500.00"
"15500.00","100600.00"
"21013.00","100700.00"
"12455.00","100800.00"
"30240.00","100900.00"
"19732.00","101000.00"
"11479.00","101100.00"
"29625.00","101200.00"
"16150.00","101300.00"
"15957.00","101400.00"
"18520.00","101500.00"
"20284.00","101600.00"
"24330.00","101700.00"
"14853.00","101800.00"
"21864.00","101900.00"
"20562.00","102000.00"
"12532.00","102100.00"
"19427.00","102200.00"
"17276.00","102300.00"
"24338.00","102400.00"
"9710.00","102500.00"
"16890.00","102600.00"
"29167.00","102700.00"
"22452.00","102800.00"
"25670.00","102900.00"
"14625.00","103000.00"
"11957.00","103100.00"
"15161.00","103200.00"
"19265.00","103300.00"
"15288.00","103400.00"
"14418.00","103500.00"
"18112.00","103600.00"
"21023.00","103700.00"
"11793.00","103800.00"
"14103.00","103900.00"
"15109.00","104000.00"
"34183.00","104100.00"
"7160.00","104200.00"
"28964.00","104300.00"
"29693.00","104400.00"
"10972.00","104500.00"
"13993.00","104600.00"
"22574.00","104700.00"
"11326.00","104800.00"
"8478.00","104900.00"
"12286.00","105000.00"
"17207.00","105100.00"
"16571.00","105200.00"
"18860.00","105300.00"
"24036.00","105400.00"
"18080.00","105500.00"
"14091.00","105600.00"
"20458.00","105700.00"
"9687.00","105800.00"
"17396.00","105900.00"
"29137.00","106000.00"
"19605.00","106200.00"
"14726.00","106300.00"
"22743.00","106400.00"
"35446.00","106500.00"
"18250.00","106600.00"
"21394.00","106700.00"
"27450.00","106800.00"
"18917.00","106900.00"
"22917.00","107000.00"
"12222.00","107200.00"
"17734.00","107300.00"
"17052.00","107400.00"
"17206.00","107500.00"
"9708.00","107600.00"
"26147.00","107700.00"
"18664.00","107800.00"
"19707.00","107900.00"
"13269.00","108000.00"
"36711.00","108200.00"
"10516.00","108300.00"
"25893.00","108500.00"
"15615.00","108600.00"
"11635.00","108700.00"
"14384.00","108800.00"
"16424.00","108900.00"
"29781.00","109000.00"
"16597.00","109100.00"
"18042.00","109200.00"
"26976.00","109300.00"
"17386.00","109400.00"
"17847.00","109500.00"
"15603.00","109600.00"
"19018.00","109700.00"
"17765.00","109800.00"
"22866.00","109900.00"
"14042.00","110000.00"
"21757.00","110100.00"
"12962.00","110200.00"
"13729.00","110300.00"
"17417.00","110400.00"
"28300.00","110500.00"
"11705.00","110600.00"
"17137.00","110700.00"
"13403.00","110800.00"
"19000.00","110900.00"
"27535.00","111000.00"
"25568.00","111100.00"
"17244.00","111200.00"
"6433.00","111300.00"
"15294.00","111400.00"
"19833.00","111500.00"
"25781.00","111600.00"
"12347.00","111700.00"
"20819.00","111800.00"
"23929.00","111900.00"
"24322.00","112100.00"
"22542.00","112200.00"
"19698.00","112300.00"
"29318.00","112400.00"
"7445.00","112500.00"
"26544.00","112600.00"
"22336.00","112700.00"
"21917.00","112800.00"
"19952.00","112900.00"
"20682.00","113000.00"
"47723.00","113100.00"
"14868.00","113200.00"
"13281.00","113300.00"
"18061.00","113400.00"
"18316.00","113500.00"
"20089.00","113600.00"
"25352.00","113700.00"
"19886.00","113800.00"
"16833.00","113900.00"
"20076.00","114000.00"
"14327.00","114100.00"
"16850.00","114200.00"
"19130.00","114300.00"
"20852.00","114400.00"
"22482.00","114500.00"
"28728.00","114600.00"
"21750.00","114700.00"
"15846.00","114800.00"
"25679.00","114900.00"
"10770.00","115000.00"
"15922.00","115100.00"
"16955.00","115200.00"
"34044.00","115300.00"
"27232.00","115400.00"
"23409.00","115500.00"
"15595.00","115600.00"
"31540.00","115700.00"
"15089.00","115800.00"
"19318.00","115900.00"
"19657.00","116000.00"
"8926.00","116100.00"
"26495.00","116200.00"
"9283.00","116300.00"
"19792.00","116400.00"
"29190.00","116500.00"
"16759.00","116700.00"
"45590.00","116800.00"
"45660.00","116900.00"
"22393.00","117000.00"
"28973.00","117100.00"
"17054.00","117200.00"
"24408.00","117300.00"
"36477.00","117400.00"
"16488.00","117500.00"
"17689.00","117600.00"
"16318.00","117700.00"
"27868.00","117800.00"
"24537.00","117900.00"
"23229.00","118000.00"
"16009.00","118100.00"
"18783.00","118200.00"
"13712.00","118300.00"
"32444.00","118400.00"
"16531.00","118500.00"
"17067.00","118600.00"
"9770.00","118800.00"
"42115.00","118900.00"
"25089.00","119000.00"
"24890.00","119100.00"
"18594.00","119200.00"
"15781.00","119300.00"
"14844.00","119400.00"
"22356.00","119500.00"
"21350.00","119600.00"
"29911.00","119700.00"
"30733.00","119800.00"
"23304.00","119900.00"
"19330.00","120000.00"
"24740.00","120100.00"
"11019.00","120200.00"
"19010.00","120300.00"
"39755.00","120400.00"
"25104.00","120500.00"
"26759.00","120600.00"
"20879.00","120700.00"
"13291.00","120800.00"
"34609.00","120900.00"
"17470.00","121000.00"
"19176.00","121100.00"
"34542.00","121200.00"
"22390.00","121300.00"
"9809.00","121400.00"
"29640.00","121500.00"
"23314.00","121600.00"
"21189.00","121700.00"
"22900.00","121800.00"
"12786.00","121900.00"
"23849.00","122000.00"
"19832.00","122100.00"
"21417.00","122200.00"
"19274.00","122300.00"
"22301.00","122400.00"
"15517.00","122500.00"
"13240.00","122600.00"
"16198.00","122700.00"
"23716.00","122800.00"
"18656.00","122900.00"
"25639.00","123000.00"
"11280.00","123100.00"
"17014.00","123200.00"
"22273.00","123300.00"
"23169.00","123400.00"
"22500.00","123500.00"
"22663.00","123600.00"
"24359.00","123700.00"
"16716.00","123800.00"
"19034.00","123900.00"
"14320.00","124000.00"
"20650.00","124100.00"
"36415.00","124200.00"
"13962.00","124300.00"
"29484.00","124400.00"
"16336.00","124500.00"
"26424.00","124600.00"
"18103.00","124700.00"
"35265.00","124800.00"
"43643.00","124900.00"
"10179.00","125000.00"
"43309.00","125200.00"
"52522.00","125300.00"
"19928.00","125400.00"
"31222.00","125500.00"
"27396.00","125600.00"
"42224.00","125700.00"
"20538.00","125800.00"
"16452.00","125900.00"
"23036.00","126000.00"
"24623.00","126100.00"
"15203.00","126200.00"
"30375.00","126300.00"
"18382.00","126400.00"
"28542.00","126500.00"
"16786.00","126600.00"
"27989.00","126700.00"
"17188.00","126800.00"
"26997.00","126900.00"
"22697.00","127000.00"
"9336.00","127100.00"
"28594.00","127200.00"
"22241.00","127300.00"
"42630.00","127400.00"
"27569.00","127500.00"
"37619.00","127600.00"
"48787.00","127700.00"
"29451.00","127800.00"
"19028.00","127900.00"
"16384.00","128000.00"
"22778.00","128100.00"
"28562.00","128200.00"
"22269.00","128300.00"
"21765.00","128400.00"
"22639.00","128500.00"
"21563.00","128600.00"
"14886.00","128800.00"
"25677.00","128900.00"
"16892.00","129100.00"
"9437.00","129200.00"
"21865.00","129300.00"
"19444.00","129400.00"
"22400.00","129500.00"
"30429.00","129600.00"
"12746.00","129700.00"
"23879.00","129800.00"
"30426.00","129900.00"
"20096.00","130000.00"
"39323.00","130100.00"
"19620.00","130200.00"
"25750.00","130300.00"
"25170.00","130400.00"
"24884.00","130500.00"
"16792.00","130600.00"
"16302.00","130700.00"
"10349.00","130800.00"
"24674.00","130900.00"
"31621.00","131000.00"
"21715.00","131100.00"
"33169.00","131200.00"
"12175.00","131300.00"
"25859.00","131400.00"
"17431.00","131500.00"
"22589.00","131600.00"
"23015.00","131700.00"
"15280.00","131800.00"
"19026.00","131900.00"
"16875.00","132000.00"
"38831.00","132100.00"
"40197.00","132200.00"
"40433.00","132300.00"
"20134.00","132400.00"
"20817.00","132500.00"
"22423.00","132600.00"
"20579.00","132700.00"
"37431.00","132800.00"
"22625.00","132900.00"
"26528.00","133000.00"
"21190.00","133100.00"
"44034.00","133200.00"
"11835.00","133300.00"
"20304.00","133400.00"
"37652.00","133500.00"
"33672.00","133600.00"
"23253.00","133700.00"
"25865.00","133800.00"
"20523.00","133900.00"
"25511.00","134100.00"
"19719.00","134200.00"
"16295.00","134300.00"
"7007.00","134400.00"
"23103.00","134500.00"
"11806.00","134600.00"
"23558.00","134700.00"
"27399.00","134800.00"
"25158.00","134900.00"
"17806.00","135000.00"
"32333.00","135100.00"
"20848.00","135200.00"
"19257.00","135300.00"
"10333.00","135400.00"
"20250.00","135500.00"
"25988.00","135600.00"
"25986.00","135700.00"
"30313.00","135800.00"
"33941.00","135900.00"
"26779.00","136000.00"
"18932.00","136100.00"
"25885.00","136200.00"
"26518.00","136300.00"
"19271.00","136400.00"
"8691.00","136500.00"
"37067.00","136600.00"
"18875.00","136700.00"
"25326.00","136800.00"
"25195.00","136900.00"
"18472.00","137000.00"
"25147.00","137100.00"
"22024.00","137200.00"
"27352.00","137300.00"
"40710.00","137400.00"
"7054.00","137500.00"
"24145.00","137600.00"
"34632.00","137700.00"
"36729.00","137800.00"
"44871.00","137900.00"
"43222.00","138000.00"
"19311.00","138100.00"
"22197.00","138200.00"
"42823.00","138300.00"
"12300.00","138400.00"
"16118.00","138500.00"
"37019.00","138600.00"
"42775.00","138700.00"
"16971.00","138800.00"
"24800.00","138900.00"
"26701.00","139000.00"
"19808.00","139100.00"
"25395.00","139200.00"
"11553.00","139300.00"
"21164.00","139400.00"
"19038.00","139500.00"
"18715.00","139600.00"
"25955.00","139700.00"
"20785.00","139800.00"
"28208.00","139900.00"
"15982.00","140000.00"
"23199.00","140100.00"
"17393.00","140200.00"
"17743.00","140300.00"
"14282.00","140400.00"
"27730.00","140500.00"
"14115.00","140600.00"
"26322.00","140700.00"
"27266.00","140800.00"
"29519.00","140900.00"
"31062.00","141000.00"
"27734.00","141100.00"
"32798.00","141200.00"
"15369.00","141300.00"
"30890.00","141400.00"
"36771.00","141500.00"
"31571.00","141600.00"
"14189.00","141700.00"
"21985.00","141800.00"
"28830.00","141900.00"
"20162.00","142000.00"
"22328.00","142100.00"
"46914.00","142200.00"
"13785.00","142300.00"
"33603.00","142400.00"
"10539.00","142500.00"
"17938.00","142600.00"
"25070.00","142700.00"
"17679.00","142800.00"
"19093.00","142900.00"
"20125.00","143000.00"
"24283.00","143100.00"
"19141.00","143200.00"
"31023.00","143300.00"
"21472.00","143400.00"
"21360.00","143500.00"
"30809.00","143600.00"
"28304.00","143700.00"
"11929.00","143800.00"
"29712.00","143900.00"
"18589.00","144000.00"
"30189.00","144100.00"
"19706.00","144200.00"
"34712.00","144300.00"
"25887.00","144400.00"
"26724.00","144500.00"
"28090.00","144600.00"
"23824.00","144700.00"
"18523.00","144800.00"
"16303.00","144900.00"
"21513.00","145000.00"
"25212.00","145200.00"
"21397.00","145300.00"
"25850.00","145400.00"
"12826.00","145500.00"
"20764.00","145600.00"
"26339.00","145700.00"
"13125.00","145800.00"
"24911.00","145900.00"
"19458.00","146000.00"
"25769.00","146100.00"
"16006.00","146200.00"
"19485.00","146300.00"
"10846.00","146400.00"
"21549.00","146500.00"
"22348.00","146600.00"
"20337.00","146700.00"
"31728.00","146800.00"
"18287.00","146900.00"
"25392.00","147000.00"
"25517.00","147100.00"
"32583.00","147200.00"
"38816.00","147300.00"
"19798.00","147400.00"
"9914.00","147500.00"
"47872.00","147600.00"
"16767.00","147700.00"
"24516.00","147800.00"
"17300.00","147900.00"
"27079.00","148000.00"
"30513.00","148100.00"
"21044.00","148200.00"
"26897.00","148300.00"
"44091.00","148400.00"
"26392.00","148500.00"
"26083.00","148600.00"
"39226.00","148700.00"
"20246.00","148800.00"
"27340.00","148900.00"
"19453.00","149000.00"
"23041.00","149100.00"
"21442.00","149200.00"
"22926.00","149300.00"
"21969.00","149400.00"
"32303.00","149500.00"
"32386.00","149600.00"
"25213.00","149700.00"
"27155.00","149800.00"
"47295.00","149900.00"
"8351.00","150000.00"
"40444.00","150100.00"
"25969.00","150200.00"
"26014.00","150300.00"
"27308.00","150400.00"
"19483.00","150500.00"
"19929.00","150600.00"
"18685.00","150700.00"
"22740.00","150800.00"
"31530.00","150900.00"
"30757.00","151000.00"
"20750.00","151100.00"
"24741.00","151200.00"
"25504.00","151300.00"
"21293.00","151400.00"
"24267.00","151500.00"
"9304.00","151600.00"
"24461.00","151700.00"
"15026.00","151800.00"
"22685.00","151900.00"
"31042.00","152000.00"
"19668.00","152100.00"
"23984.00","152200.00"
"20571.00","152300.00"
"22902.00","152400.00"
"14565.00","152500.00"
"30489.00","152600.00"
"25379.00","152700.00"
"22391.00","152800.00"
"18929.00","152900.00"
"27048.00","153000.00"
"7684.00","153100.00"
"25035.00","153200.00"
"31193.00","153300.00"
"17995.00","153400.00"
"19980.00","153500.00"
"15817.00","153600.00"
"29222.00","153700.00"
"27069.00","153800.00"
"32121.00","153900.00"
"27019.00","154000.00"
"36275.00","154100.00"
"8907.00","154200.00"
"19044.00","154300.00"
"33068.00","154400.00"
"20700.00","154500.00"
"19132.00","154600.00"
"20956.00","154700.00"
"51337.00","154800.00"
"26065.00","154900.00"
"19609.00","155000.00"
"53180.00","155100.00"
"22950.00","155200.00"
"28311.00","155300.00"
"20978.00","155400.00"
"21202.00","155500.00"
"24607.00","155600.00"
"22976.00","155700.00"
"20292.00","155800.00"
"27838.00","155900.00"
"26842.00","156000.00"
"23444.00","156100.00"
"13894.00","156300.00"
"38372.00","156400.00"
"25523.00","156500.00"
"21173.00","156600.00"
"22216.00","156700.00"
"17452.00","156800.00"
"16445.00","156900.00"
"21687.00","157000.00"
"16122.00","157100.00"
"21205.00","157300.00"
"31832.00","157400.00"
"12094.00","157500.00"
"21774.00","157600.00"
"21414.00","157700.00"
"24875.00","157800.00"
"38586.00","157900.00"
"20984.00","158000.00"
"24263.00","158100.00"
"24744.00","158200.00"
"13594.00","158300.00"
"35398.00","158400.00"
"24929.00","158500.00"
"30771.00","158600.00"
"19911.00","158700.00"
"17991.00","158800.00"
"14413.00","158900.00"
"22899.00","159000.00"
"44042.00","159100.00"
"19167.00","159200.00"
"23241.00","159300.00"
"17714.00","159400.00"
"23171.00","159500.00"
"22708.00","159600.00"
"25029.00","159700.00"
"17135.00","159800.00"
"9946.00","159900.00"
"9637.00","160000.00"
"25387.00","160100.00"
"12969.00","160200.00"
"27367.00","160300.00"
"19848.00","160400.00"
"41603.00","160500.00"
"30450.00","160600.00"
"32984.00","160700.00"
"20372.00","160800.00"
"18176.00","160900.00"
"31713.00","161000.00"
"19323.00","161100.00"
"25441.00","161200.00"
"26123.00","161300.00"
"21552.00","161400.00"
"25927.00","161500.00"
"23221.00","161600.00"
"28352.00","161700.00"
"16341.00","161800.00"
"27694.00","161900.00"
"21836.00","162000.00"
"21453.00","162100.00"
"29414.00","162200.00"
